t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw
1.504,TAKEOFF,0.0,0.0,0.026705864662111025,0.0,0.0,0.5,0.473294135337889,0.0
1.512,TAKEOFF,0.0,0.0,0.02790712527415387,0.0,0.0,0.5,0.47209287472584616,0.0
1.52,TAKEOFF,0.0,0.0,0.02921908452181756,0.0,0.0,0.5,0.47078091547818246,0.0
1.528,TAKEOFF,0.0,0.0,0.030638006087948984,0.0,0.0,0.5,0.469361993912051,0.0
1.536,TAKEOFF,0.0,0.0,0.03216024033407589,0.0,0.0,0.5,0.4678397596659241,0.0
1.544,TAKEOFF,0.0,0.0,0.03378222233508027,0.0,0.0,0.5,0.46621777766491973,0.0
1.552,TAKEOFF,0.0,0.0,0.03550046996919374,0.0,0.0,0.5,0.46449953003080624,0.0
1.56,TAKEOFF,0.0,0.0,0.037311582061277104,0.0,0.0,0.5,0.4626884179387229,0.0
1.568,TAKEOFF,0.0,0.0,0.03921223657743638,0.0,0.0,0.5,0.4607877634225636,0.0
1.576,TAKEOFF,0.0,0.0,0.041199188869113126,0.0,0.0,0.5,0.4588008111308869,0.0
1.584,TAKEOFF,0.0,0.0,0.043269269964868344,0.0,0.0,0.5,0.45673073003513165,0.0
1.592,TAKEOFF,0.0,0.0,0.04541938490815633,0.0,0.0,0.5,0.45458061509184366,0.0
1.6,TAKEOFF,0.0,0.0,0.04764651113945821,0.0,0.0,0.5,0.4523534888605418,0.0
1.608,TAKEOFF,0.0,0.0,0.04994769692121483,0.0,0.0,0.5,0.4500523030787852,0.0
1.616,TAKEOFF,0.0,0.0,0.05232005980406478,0.0,0.0,0.5,0.4476799401959352,0.0
1.624,TAKEOFF,0.0,0.0,0.05476078513295667,0.0,0.0,0.5,0.4452392148670433,0.0
1.6320000000000001,TAKEOFF,0.0,0.0,0.05726712459176475,0.0,0.0,0.5,0.44273287540823525,0.0
1.6400000000000001,TAKEOFF,0.0,0.0,0.0598363947850941,0.0,0.0,0.5,0.4401636052149059,0.0
1.6480000000000001,TAKEOFF,0.0,0.0,0.06246597585601618,0.0,0.0,0.5,0.4375340241439838,0.0
1.6560000000000001,TAKEOFF,0.0,0.0,0.06515331013852736,0.0,0.0,0.5,0.4348466898614726,0.0
1.6640000000000001,TAKEOFF,0.0,0.0,0.06789590084357244,0.0,0.0,0.5,0.43210409915642756,0.0
1.672,TAKEOFF,0.0,0.0,0.07069131077752246,0.0,0.0,0.5,0.42930868922247756,0.0
1.68,TAKEOFF,0.0,0.0,0.0735371610920407,0.0,0.0,0.5,0.42646283890795933,0.0
1.688,TAKEOFF,0.0,0.0,0.07643113006431418,0.0,0.0,0.5,0.4235688699356858,0.0
1.696,TAKEOFF,0.0,0.0,0.07937095190666817,0.0,0.0,0.5,0.42062904809333185,0.0
1.704,TAKEOFF,0.0,0.0,0.0823544156046209,0.0,0.0,0.5,0.41764558439537913,0.0
1.712,TAKEOFF,0.0,0.0,0.08537936378247254,0.0,0.0,0.5,0.4146206362175274,0.0
1.72,TAKEOFF,0.0,0.0,0.08844369159555822,0.0,0.0,0.5,0.4115563084044418,0.0
1.728,TAKEOFF,0.0,0.0,0.09154534564832877,0.0,0.0,0.5,0.4084546543516712,0.0
1.736,TAKEOFF,0.0,0.0,0.09468232293745557,0.0,0.0,0.5,0.4053176770625444,0.0
1.744,TAKEOFF,0.0,0.0,0.09785266981918674,0.0,0.0,0.5,0.4021473301808133,0.0
1.752,TAKEOFF,0.0,0.0,0.10105448100021153,0.0,0.0,0.5,0.3989455189997885,0.0
1.76,TAKEOFF,0.0,0.0,0.10428589855131844,0.0,0.0,0.5,0.3957141014486816,0.0
1.768,TAKEOFF,0.0,0.0,0.1075451109431595,0.0,0.0,0.5,0.3924548890568405,0.0
1.776,TAKEOFF,0.0,0.0,0.11083035210345914,0.0,0.0,0.5,0.38916964789654085,0.0
1.784,TAKEOFF,0.0,0.0,0.1141399004950312,0.0,0.0,0.5,0.3858600995049688,0.0
1.792,TAKEOFF,0.0,0.0,0.11747207821399105,0.0,0.0,0.5,0.3825279217860089,0.0
1.8,TAKEOFF,0.0,0.0,0.12082525010757296,0.0,0.0,0.5,0.37917474989242705,0.0
1.808,TAKEOFF,0.0,0.0,0.1241978229109843,0.0,0.0,0.5,0.3758021770890157,0.0
1.816,TAKEOFF,0.0,0.0,0.12758824440274957,0.0,0.0,0.5,0.3724117555972504,0.0
1.824,TAKEOFF,0.0,0.0,0.13099500257801683,0.0,0.0,0.5,0.36900499742198317,0.0
1.832,TAKEOFF,0.0,0.0,0.13441662483931852,0.0,0.0,0.5,0.3655833751606815,0.0
1.84,TAKEOFF,0.0,0.0,0.13785167720429709,0.0,0.0,0.5,0.3621483227957029,0.0
1.848,TAKEOFF,0.0,0.0,0.14129876352992363,0.0,0.0,0.5,0.35870123647007635,0.0
1.856,TAKEOFF,0.0,0.0,0.14475652475275413,0.0,0.0,0.5,0.35524347524724587,0.0
1.864,TAKEOFF,0.0,0.0,0.14822363814478504,0.0,0.0,0.5,0.351776361855215,0.0
1.872,TAKEOFF,0.0,0.0,0.1516988165844847,0.0,0.0,0.5,0.3483011834155153,0.0
